rp,homes_affected_present,homes_destroyed_present,affected_or_destroyed_present,recovery_cost_usd
92.0,4897.429341102004,149.6591862503235,5047.088527352328,21790935.947846543
9.0,82.06825348657777,0.0,82.06825348657777,349610.7598528213
6.0,15.176793304555954,1.2647327753796629,16.441526079935617,72494.48268476228
